PARAMETERS: 
 
labelset: llm 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/llm_cls_5.json 
 
F1: 0.5274837828610447 
 
              precision    recall  f1-score   support

         LOC       0.55      0.68      0.60      2239

 
Token                Clean                Original             CLS                  SUM                  
 
SHANGHAI             B-LOC                B-LOC                B-MISC               B-MISC               
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Net                  O                    B-ORG                B-MISC               B-MISC               
asset                O                    O                    O                    O                    
per                  O                    O                    O                    O                    
share                O                    O                    O                    O                    
3.02                 O                    B-MISC               B-MISC               B-MISC               
yuan                 O                    I-MISC               I-MISC               I-MISC               
(                    O                    O                    O                    O                    
no                   O                    O                    O                    O                    
comparative          O                    O                    O                    O                    
figure               O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Company              O                    O                    O                    O                    
name                 O                    O                    O                    O                    
:                    O                    O                    O                    O                    
Shanghai             B-ORG                B-ORG                B-MISC               B-MISC               
Posts                I-ORG                I-ORG                I-MISC               I-MISC               
and                  I-ORG                I-ORG                I-MISC               I-MISC               
Telecommunications   I-ORG                I-ORG                I-MISC               I-MISC               
Equipment            I-ORG                I-ORG                I-MISC               I-MISC               
Co                   I-ORG                I-ORG                I-MISC               I-MISC               

 
Token                Clean                Original             CLS                  SUM                  
 
Results              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Australian           B-MISC               B-MISC               B-LOC                B-MISC               
rugby                B-MISC               B-ORG                B-MISC               B-MISC               
league               I-MISC               I-ORG                I-MISC               I-MISC               
matches              O                    O                    O                    O                    
played               O                    O                    O                    O                    
at                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
weekend              O                    B-MISC               B-MISC               B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Sydney               B-ORG                B-LOC                B-LOC                B-LOC                
Bulldogs             I-ORG                B-ORG                B-LOC                B-LOC                
17                   O                    O                    O                    O                    
South                B-ORG                B-LOC                B-LOC                B-LOC                
Queensland           I-ORG                I-LOC                I-LOC                I-LOC                
16                   O                    O                    O                    O                    
Brisbane             B-ORG                B-LOC                B-LOC                B-LOC                
38                   O                    O                    O                    O                    
Gold                 B-ORG                B-LOC                B-LOC                B-LOC                
Coast                I-ORG                I-LOC                I-LOC                I-LOC                
10                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Manly                B-ORG                B-LOC                B-LOC                B-LOC                
42                   O                    O                    O                    O                    
Western              B-ORG                B-LOC                B-LOC                B-MISC               
Suburbs              I-ORG                I-LOC                I-LOC                I-MISC               
12                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Newcastle            B-ORG                B-LOC                B-LOC                B-LOC                
24                   O                    O                    O                    O                    
Western              B-ORG                B-MISC               B-LOC                B-LOC                
Reds                 I-ORG                I-MISC               I-LOC                I-LOC                
20                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Manly                B-ORG                B-MISC               B-LOC                B-MISC               
21                   O                    O                    O                    O                    
17                   O                    O                    O                    O                    
0                    O                    O                    O                    O                    
4                    O                    O                    O                    O                    
501                  O                    O                    O                    O                    
181                  O                    O                    O                    O                    
34                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
St                   B-ORG                B-MISC               B-LOC                B-LOC                
George               I-ORG                I-MISC               I-LOC                I-LOC                
21                   O                    O                    O                    O                    
12                   O                    O                    O                    O                    
1                    O                    O                    O                    O                    
8                    O                    O                    O                    O                    
421                  O                    O                    O                    O                    
344                  O                    O                    O                    O                    
25                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Western              B-ORG                B-MISC               B-LOC                B-MISC               
Suburbs              I-ORG                I-MISC               I-LOC                I-MISC               
21                   O                    O                    O                    O                    
11                   O                    O                    O                    O                    
1                    O                    O                    O                    O                    
9                    O                    O                    O                    O                    
382                  O                    O                    O                    O                    
426                  O                    O                    O                    O                    
23                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Penrith              B-ORG                B-MISC               B-LOC                B-MISC               
21                   O                    O                    O                    O                    
6                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
14                   O                    O                    O                    O                    
339                  O                    O                    O                    O                    
448                  O                    O                    O                    O                    
13                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
VOGTS                B-PER                B-PER                B-PER                B-MISC               
KEEPS                O                    O                    O                    O                    
FAITH                O                    O                    O                    O                    
WITH                 O                    O                    O                    O                    
EURO                 B-MISC               B-MISC               B-MISC               B-MISC               
'                    I-MISC               I-MISC               I-MISC               I-MISC               
96                   I-MISC               I-MISC               I-MISC               I-MISC               
CHAMPIONS            O                    I-MISC               I-MISC               I-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Trainer              O                    O                    O                    O                    
Berti                B-PER                B-PER                B-PER                B-PER                
Vogts                I-PER                I-PER                I-PER                I-PER                
kept                 O                    O                    O                    O                    
faith                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
his                  O                    O                    O                    O                    
entire               O                    O                    O                    O                    
European             B-MISC               B-ORG                B-ORG                B-ORG                
championship         O                    O                    O                    O                    
winning              O                    O                    O                    O                    
squad                O                    O                    O                    O                    
for                  O                    O                    O                    O                    
Germany              B-ORG                B-LOC                B-LOC                B-ORG                
's                   O                    O                    O                    O                    
first                O                    O                    O                    O                    
match                O                    O                    O                    O                    
since                O                    O                    O                    O                    
their                O                    O                    O                    O                    
title                O                    O                    O                    O                    
victory              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
friendly             O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Poland               B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
YORK                 B-LOC                B-LOC                B-MISC               B-LOC                
,                    O                    O                    O                    O                    
England              B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Result               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Nunthorpe            B-MISC               B-MISC               B-MISC               B-ORG                
Stakes               I-MISC               I-MISC               I-MISC               I-ORG                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
group                O                    O                    O                    O                    
one                  O                    O                    O                    O                    
race                 O                    O                    O                    O                    
for                  O                    O                    O                    O                    
two-year-olds        O                    O                    O                    O                    
and                  O                    O                    O                    O                    
upwards              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
run                  O                    O                    O                    O                    
over                 O                    O                    O                    O                    
five                 O                    B-LOC                B-LOC                B-MISC               
furlongs             O                    I-LOC                I-LOC                I-MISC               
(                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
km                   O                    B-LOC                B-LOC                B-MISC               
)                    O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
:                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Favourite            O                    B-MISC               B-ORG                B-MISC               
:                    O                    O                    O                    O                    
Mind                 B-MISC               B-MISC               B-MISC               B-ORG                
Games                I-MISC               I-MISC               I-MISC               I-ORG                
(                    O                    O                    O                    O                    
7-4                  O                    O                    O                    O                    
)                    O                    O                    O                    O                    
finished             O                    O                    O                    O                    
4th                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Distances            O                    B-MISC               B-ORG                B-MISC               
:                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
short                O                    O                    O                    O                    
head                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
1-1/4                O                    O                    O                    O                    
lengths              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Winner               O                    O                    O                    O                    
owned                O                    O                    O                    O                    
by                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Cheveley             B-ORG                B-ORG                B-MISC               B-ORG                
Park                 I-ORG                I-ORG                I-MISC               I-ORG                
Stud                 I-ORG                I-ORG                I-MISC               I-ORG                
and                  O                    O                    O                    O                    
trained              O                    O                    O                    O                    
by                   O                    O                    O                    O                    
Sir                  O                    B-PER                B-PER                B-PER                

 
Token                Clean                Original             CLS                  SUM                  
 
Value                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
winner               O                    O                    O                    O                    
:                    O                    O                    O                    O                    
72,464               O                    B-MISC               B-LOC                B-MISC               
pounds               O                    I-MISC               I-LOC                I-MISC               
sterling             O                    I-MISC               I-LOC                I-MISC               
(                    O                    O                    O                    O                    
$                    O                    O                    O                    O                    
112,200              O                    O                    O                    O                    
)                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LITTLE               B-LOC                B-LOC                B-ORG                B-LOC                
ROCK                 I-LOC                I-LOC                I-ORG                I-LOC                
,                    O                    O                    O                    O                    
Ark                  B-LOC                B-LOC                B-MISC               B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Both                 O                    O                    O                    O                    
churches             O                    O                    O                    O                    
were                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Mississippi          B-LOC                B-LOC                B-LOC                B-ORG                
delta                O                    I-LOC                I-LOC                I-ORG                
region               O                    I-LOC                I-LOC                I-ORG                
of                   O                    O                    O                    O                    
Arkansas             B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
about                O                    O                    O                    O                    
90                   O                    O                    O                    O                    
miles                O                    O                    O                    O                    
(                    O                    O                    O                    O                    
145                  O                    O                    O                    O                    
kms                  O                    O                    O                    O                    
)                    O                    O                    O                    O                    
southeast            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Little               B-LOC                B-LOC                B-LOC                B-LOC                
Rock                 I-LOC                I-LOC                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
were                 O                    O                    O                    O                    
located              O                    O                    O                    O                    
within               O                    O                    O                    O                    
three                O                    O                    O                    O                    
miles                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
one                  O                    O                    O                    O                    
another              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Mount                B-ORG                B-ORG                B-ORG                B-ORG                
Zion                 I-ORG                I-ORG                I-ORG                I-ORG                
Missionary           I-ORG                I-ORG                I-ORG                I-ORG                
Baptist              I-ORG                I-ORG                I-ORG                I-ORG                
Church               I-ORG                I-ORG                I-ORG                I-ORG                
and                  O                    O                    O                    O                    
St.                  B-ORG                B-ORG                B-ORG                B-ORG                
Matthews             I-ORG                I-ORG                I-ORG                I-ORG                
Missionary           I-ORG                I-ORG                I-ORG                I-ORG                
Baptist              I-ORG                I-ORG                I-ORG                I-ORG                
Church               I-ORG                I-ORG                I-ORG                I-ORG                
were                 O                    O                    O                    O                    
both                 O                    O                    O                    O                    
frame                O                    O                    O                    O                    
structures           O                    O                    O                    O                    
,                    O                    O                    O                    O                    
each                 O                    O                    O                    O                    
near                 O                    O                    O                    O                    
Turner               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Arkansas             B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
small                O                    O                    O                    O                    
community            O                    O                    O                    O                    
surrounded           O                    O                    O                    O                    
by                   O                    O                    O                    O                    
cotton               O                    B-MISC               B-ORG                B-MISC               
and                  O                    O                    O                    O                    
soybean              O                    B-MISC               B-MISC               B-MISC               
fields               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
A                    O                    O                    O                    O                    
black                O                    O                    O                    O                    
church               O                    O                    O                    O                    
near                 O                    O                    O                    O                    
Camden               B-LOC                B-LOC                B-ORG                B-LOC                
,                    O                    O                    O                    O                    
Arkansas             B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
about                O                    O                    O                    O                    
100                  O                    O                    O                    O                    
miles                O                    O                    O                    O                    
(                    O                    O                    O                    O                    
161                  O                    O                    O                    O                    
kms                  O                    O                    O                    O                    
)                    O                    O                    O                    O                    
south                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Little               B-LOC                B-LOC                B-LOC                B-LOC                
Rock                 I-LOC                I-LOC                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
burned               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
July                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
but                  O                    O                    O                    O                    
federal              O                    O                    O                    O                    
agents               O                    O                    O                    O                    
have                 O                    O                    O                    O                    
not                  O                    O                    O                    O                    
determined           O                    O                    O                    O                    
the                  O                    O                    O                    O                    
cause                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BASEBALL             O                    O                    O                    O                    
-                    O                    O                    O                    O                    
SORRENTO             B-PER                B-PER                B-PER                B-ORG                
HITS                 O                    O                    O                    O                    
SLAM                 O                    O                    O                    O                    
AS                   O                    O                    O                    O                    
SEATTLE              B-ORG                B-ORG                B-ORG                B-ORG                
ROUTS                O                    O                    O                    O                    
ORIOLES              B-ORG                B-ORG                B-ORG                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Former               O                    O                    O                    O                    
Oriole               B-ORG                B-ORG                B-PER                B-ORG                
Jamie                B-PER                B-PER                B-PER                B-PER                
Moyer                I-PER                I-PER                I-PER                I-PER                
allowed              O                    O                    O                    O                    
two                  O                    O                    O                    O                    
hits                 O                    O                    O                    O                    
over                 O                    O                    O                    O                    
eight                O                    O                    O                    O                    
scoreless            O                    O                    O                    O                    
innings              O                    O                    O                    O                    
before               O                    O                    O                    O                    
tiring               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
ninth                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
Paul                 B-PER                B-PER                B-PER                B-PER                
Sorrento             I-PER                I-PER                I-PER                I-PER                
added                O                    O                    O                    O                    
his                  O                    O                    O                    O                    
third                O                    O                    O                    O                    
grand                O                    O                    O                    O                    
slam                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
season               O                    O                    O                    O                    
as                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Seattle              B-ORG                B-ORG                B-ORG                B-ORG                
Mariners             I-ORG                I-ORG                I-ORG                I-ORG                
routed               O                    O                    O                    O                    
Baltimore            B-ORG                B-ORG                B-ORG                B-ORG                
10-3                 O                    O                    O                    O                    
Thursday             O                    B-LOC                B-ORG                B-MISC               
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Sorrento             B-PER                B-LOC                B-ORG                B-LOC                
followed             O                    O                    O                    O                    
by                   O                    O                    O                    O                    
hitting              O                    O                    O                    O                    
a                    O                    O                    O                    O                    
1-2                  O                    O                    O                    O                    
pitch                O                    O                    O                    O                    
just                 O                    O                    O                    O                    
over                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
right-field          O                    O                    O                    O                    
wall                 O                    O                    O                    O                    
for                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
7-0                  O                    O                    O                    O                    
advantage            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
In                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
American             B-MISC               B-ORG                B-ORG                B-ORG                
League               I-MISC               I-ORG                I-ORG                I-ORG                
wild-card            O                    O                    O                    O                    
race                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Mariners             B-ORG                O                    O                    O                    
are                  O                    O                    O                    O                    
three                O                    O                    O                    O                    
games                O                    O                    O                    O                    
behind               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
White                B-ORG                B-ORG                B-ORG                B-ORG                
Sox                  I-ORG                I-ORG                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
two                  O                    O                    O                    O                    
behind               O                    O                    O                    O                    
Baltimore            B-ORG                B-ORG                B-ORG                B-ORG                
and                  O                    O                    O                    O                    
two                  O                    O                    O                    O                    
ahead                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Red                  B-ORG                B-ORG                B-ORG                B-ORG                
Sox                  I-ORG                I-ORG                I-ORG                I-ORG                
heading              O                    O                    O                    O                    
into                 O                    O                    O                    O                    
Boston               B-LOC                B-ORG                B-LOC                B-ORG                
for                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
weekend              O                    O                    O                    O                    
series               O                    O                    O                    O                    
.                    O                    O                    O                    O                    
