PARAMETERS: 
 
labelset: weak 
split: train 
lambda: 0.33 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/weak_cls_4.json 
 
F1: 0.5925198059325678 
 
              precision    recall  f1-score   support

         LOC       0.58      0.83      0.68      2239
sitting              O                    O                    O                    O                    
position             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MOTORCYCLING         O                    B-MISC               B-MISC               O                    
-                    O                    I-MISC               I-MISC               O                    
JAPANESE             B-MISC               B-PER                B-PER                B-ORG                
WIN                  O                    B-ORG                B-PER                O                    
BOTH                 O                    O                    O                    O                    
ROUND                O                    B-ORG                O                    O                    
NINE                 O                    O                    O                    O                    
SUPERBIKE            O                    O                    O                    O                    
RACES                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Teenager             O                    B-ORG                B-PER                B-PER                
Yuuichi              B-PER                I-ORG                I-PER                I-PER                
Takeda               I-PER                I-ORG                I-PER                I-PER                
,                    O                    O                    O                    O                    
racing               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
only                 O                    O                    O                    O                    
his                  O                    O                    O                    O                    
first                O                    O                    O                    O                    
season               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
outclassed           O                    O                    O                    O                    
the                  O                    O                    O                    O                    
big                  O                    O                    O                    O                    
names                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
win                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
first                O                    O                    O                    O                    
race                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
round                O                    O                    O                    O                    
nine                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
world                O                    O                    O                    O                    
superbike            O                    O                    O                    O                    
championship         O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Takeda               B-PER                O                    B-ORG                B-ORG                
,                    O                    O                    I-ORG                O                    
18                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
showed               O                    O                    O                    O                    
poise                O                    O                    O                    O                    
far                  O                    O                    O                    O                    
beyond               O                    O                    O                    O                    
his                  O                    O                    O                    O                    
years                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
overtake             O                    O                    O                    O                    
Australian           B-MISC               B-MISC               B-MISC               B-MISC               
Ducati               B-ORG                B-ORG                B-ORG                B-ORG                
rider                O                    O                    O                    O                    
Troy                 B-PER                B-PER                B-PER                B-PER                
Corser               I-PER                I-PER                I-PER                I-PER                
,                    O                    O                    O                    O                    
last                 O                    O                    O                    O                    
year                 O                    O                    O                    O                    
's                   O                    O                    O                    O                    
championship         O                    O                    O                    O                    
runner-up            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
with                 O                    O                    O                    O                    
four                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
25                   O                    O                    O                    O                    
laps                 O                    O                    O                    O                    
left                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Honda                B-ORG                B-ORG                B-ORG                O                    
's                   O                    O                    O                    O                    
Takeda               B-PER                B-ORG                B-ORG                B-PER                
was                  O                    O                    O                    O                    
pursued              O                    O                    O                    O                    
past                 O                    O                    O                    O                    
Corser               B-PER                B-PER                B-PER                O                    
by                   O                    O                    O                    B-PER                
the                  O                    O                    O                    O                    
Yamaha               B-ORG                B-ORG                B-ORG                O                    
duo                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Noriyuki             B-PER                B-PER                B-PER                O                    
Haga                 I-PER                I-PER                I-PER                O                    
and                  O                    O                    O                    O                    
Wataru               B-PER                B-PER                B-PER                B-PER                
Yoshikawa            I-PER                I-PER                I-PER                I-PER                
with                 O                    O                    O                    O                    
Haga                 B-PER                B-PER                B-PER                O                    
briefly              O                    O                    O                    O                    
taking               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
lead                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
final                O                    O                    O                    O                    
chicane              O                    B-PER                O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
last                 O                    O                    O                    O                    
lap                  O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
But                  O                    B-ORG                B-ORG                B-ORG                
Takeda               B-PER                B-ORG                B-ORG                B-ORG                
found                O                    O                    O                    O                    
one                  O                    O                    O                    O                    
more                 O                    O                    O                    O                    
spurt                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
power                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
just                 O                    O                    O                    O                    
take                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
flag                 O                    O                    O                    O                    
first                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Haga                 B-PER                B-PER                B-PER                B-ORG                
second               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
Yoshikawa            B-PER                B-ORG                B-ORG                B-ORG                
third                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Haga                 B-PER                B-PER                B-PER                B-ORG                
had                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
consolation          O                    O                    O                    O                    
of                   O                    O                    O                    O                    
recording            O                    O                    O                    O                    
the                  O                    O                    O                    O                    
fastest              O                    O                    O                    O                    
lap                  O                    O                    O                    O                    
at                   O                    O                    O                    O                    
147.159              O                    O                    O                    O                    
kph                  O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Corser               B-PER                B-PER                B-PER                B-ORG                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
crashed              O                    O                    O                    O                    
during               O                    O                    O                    O                    
practice             O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
limped               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
fourth               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
four                 O                    O                    O                    O                    
seconds              O                    O                    O                    O                    
behind               O                    O                    O                    O                    
Takeda               B-PER                B-ORG                B-ORG                B-ORG                
with                 O                    O                    O                    O                    
championship         O                    O                    O                    O                    
leader               O                    O                    O                    O                    
Aaron                B-PER                B-PER                B-PER                B-PER                
Slight               I-PER                I-PER                I-PER                I-PER                
of                   O                    I-PER                I-PER                I-PER                
New                  B-LOC                B-LOC                B-LOC                B-LOC                
Zealand              I-LOC                I-LOC                I-LOC                I-LOC                
11                   O                    O                    O                    O                    
seconds              O                    O                    O                    O                    
behind               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
winner               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Aoki                 B-PER                B-ORG                B-ORG                B-ORG                
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
elder                O                    O                    O                    O                    
brother              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
reigning             O                    O                    O                    O                    
125cc                O                    B-MISC               O                    B-ORG                
world                O                    O                    O                    O                    
champion             O                    O                    O                    O                    
Haruchika            B-PER                B-PER                B-PER                B-ORG                
,                    O                    O                    O                    O                    
had                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
race-long            O                    O                    O                    O                    
duel                 O                    O                    O                    O                    
with                 O                    O                    O                    O                    
John                 B-PER                B-PER                B-PER                B-PER                
Kocinski             I-PER                I-PER                I-PER                I-PER                
of                   O                    O                    O                    O                    
the                  O                    B-LOC                O                    B-LOC                
United               B-LOC                B-LOC                B-LOC                B-LOC                
States               I-LOC                I-LOC                I-LOC                I-LOC                
on                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Ducati               B-ORG                B-ORG                B-ORG                B-ORG                
before               O                    O                    O                    O                    
taking               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
chequered            O                    O                    O                    O                    
flag                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
With                 O                    O                    O                    O                    
Takeda               B-PER                B-ORG                B-ORG                B-ORG                
out                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
race                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Kocinski             B-PER                B-PER                B-PER                B-PER                
regained             O                    O                    O                    O                    
second               O                    O                    O                    O                    
place                O                    O                    O                    O                    
but                  O                    B-ORG                O                    B-ORG                
he                   O                    O                    O                    O                    
could                O                    O                    O                    O                    
not                  O                    O                    O                    O                    
overtake             O                    O                    O                    O                    
Aoki                 B-PER                B-ORG                B-ORG                B-ORG                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Haga                 B-PER                O                    O                    B-PER                
again                O                    O                    O                    O                    
was                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
unlucky              O                    O                    O                    O                    
rider                O                    O                    O                    O                    
finishing            O                    O                    O                    O                    
third                O                    O                    O                    O                    
ahead                O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Slight               B-PER                O                    B-PER                O                    
with                 O                    O                    O                    O                    
Corser               B-PER                B-PER                B-PER                B-PER                
in                   O                    O                    O                    O                    
10th                 O                    O                    O                    O                    
place                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Promodes             B-ORG                B-MISC               B-PER                B-PER                
set                  O                    O                    O                    O                    
to                   O                    O                    O                    O                    
sell                 O                    O                    O                    O                    
German               B-MISC               B-MISC               B-MISC               B-MISC               
assets               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
paper                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
German               B-MISC               B-MISC               B-MISC               B-MISC               
retailer             O                    O                    O                    O                    
Promodes             B-ORG                B-PER                B-PER                B-PER                
is                   O                    O                    O                    O                    
in                   O                    O                    O                    O                    
advanced             O                    O                    O                    O                    
talks                O                    O                    O                    O                    
about                O                    O                    O                    O                    
selling              O                    O                    O                    O                    
its                  O                    O                    O                    O                    
German               B-MISC               B-MISC               B-MISC               B-MISC               
assets               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
retailer             O                    B-ORG                O                    O                    
's                   O                    O                    O                    O                    
board                O                    O                    O                    O                    
might                O                    O                    O                    O                    
decide               O                    O                    O                    O                    
as                   O                    O                    O                    O                    
soon                 O                    O                    O                    O                    
as                   O                    O                    O                    O                    
Tuesday              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
sell                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
assets               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Spar                 B-ORG                B-ORG                B-ORG                O                    
AG                   I-ORG                I-ORG                I-ORG                O                    
,                    O                    O                    O                    O                    
Les                  B-ORG                B-ORG                B-ORG                O                    
Echos                I-ORG                I-ORG                I-ORG                O                    
newspaper            O                    O                    O                    O                    
said                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
It                   O                    O                    O                    O                    
said                 O                    O                    O                    O                    
investment           O                    O                    O                    O                    
bank                 O                    O                    O                    O                    
Rothschild           B-ORG                B-ORG                B-ORG                B-ORG                
&                    I-ORG                I-ORG                I-ORG                I-ORG                
Cie                  I-ORG                B-ORG                B-ORG                B-ORG                
was                  O                    O                    O                    O                    
an                   O                    O                    O                    O                    
intermediary         O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
talks                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
added                O                    O                    O                    O                    
that                 O                    O                    O                    O                    
unlisted             O                    O                    O                    O                    
German               B-MISC               B-MISC               B-MISC               B-MISC               
retailers            O                    O                    O                    O                    
Metro                B-ORG                B-MISC               O                    B-MISC               
,                    O                    O                    O                    O                    
Rewe                 B-ORG                B-PER                B-ORG                B-PER                
and                  O                    O                    O                    O                    
Lidl                 B-ORG                B-ORG                B-ORG                B-ORG                
were                 O                    O                    O                    O                    
also                 O                    O                    O                    O                    
still                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
discussions          O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Promodes             B-ORG                B-PER                B-PER                B-PER                
has                  O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Germany              B-LOC                B-LOC                B-LOC                B-LOC                
its                  O                    O                    O                    O                    
Promo                B-ORG                B-ORG                B-ORG                B-ORG                
hypermarket          O                    O                    O                    O                    
unit                 O                    O                    O                    O                    
with                 O                    O                    O                    O                    
36                   O                    O                    O                    O                    
Continent            B-ORG                O                    O                    O                    
superstores          O                    O                    O                    O                    
,                    O                    O                    O                    O                    
which                O                    O                    O                    O                    
is                   O                    O                    O                    O                    
1995                 O                    O                    O                    O                    
generated            O                    O                    O                    O                    
4.7                  O                    O                    O                    O                    
percent              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
total                O                    O                    O                    O                    
Promodes             B-ORG                B-MISC               B-PER                B-MISC               
sales                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
French               B-MISC               B-MISC               B-MISC               B-MISC               
group                O                    O                    O                    O                    
entered              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
German               B-MISC               B-MISC               B-MISC               B-MISC               
market               O                    B-ORG                O                    O                    
in                   O                    O                    O                    O                    
1990                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
buying               O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
In                   O                    O                    B-ORG                O                    
June                 O                    O                    I-ORG                O                    
,                    O                    O                    O                    O                    
Promodes             B-ORG                B-PER                B-PER                B-PER                
signed               O                    O                    O                    O                    
an                   O                    O                    O                    O                    
outline              O                    O                    O                    O                    
agreement            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
sell                 O                    O                    O                    O                    
its                  O                    O                    O                    O                    
Specia               B-ORG                B-ORG                B-ORG                B-ORG                
unit                 O                    O                    O                    O                    
--                   O                    O                    O                    O                    
which                O                    O                    O                    O                    
runs                 O                    O                    O                    O                    
100                  O                    O                    O                    O                    
Dia                  B-ORG                B-MISC               B-ORG                B-ORG                
stores               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
France               B-LOC                B-LOC                B-LOC                B-LOC                
--                   O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Germany              B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
Aldi                 B-ORG                B-ORG                B-ORG                O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
--                   O                    O                    O                    O                    
Paris                B-LOC                B-LOC                O                    B-LOC                
newsroom             O                    O                    O                    O                    
+33                  O                    O                    O                    O                    
1                    O                    O                    O                    O                    
4221                 O                    O                    O                    O                    
5452                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MOTOCROSS            O                    B-ORG                O                    O                    
-                    O                    O                    O                    O                    
SWEDISH              B-MISC               O                    O                    O                    
500CC                O                    O                    O                    O                    
GRAND                B-MISC               B-LOC                B-LOC                B-LOC                
PRIX                 I-MISC               B-ORG                B-ORG                O                    
RESULTS              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LANDSKRONA           B-LOC                B-LOC                O                    B-LOC                
,                    O                    O                    O                    O                    
Sweden               B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Swedish              B-MISC               B-MISC               B-LOC                B-MISC               
500cc                O                    O                    O                    O                    
motocross            O                    O                    O                    O                    
Grand                B-MISC               B-ORG                B-ORG                O                    
Prix                 I-MISC               I-ORG                I-ORG                O                    
on                   O                    O                    O                    O                    
