PARAMETERS: 
 
labelset: weak 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/weak_cls_3.json 
 
F1: 0.5761278195488722 
 
              precision    recall  f1-score   support

         LOC       0.56      0.86      0.68      2239
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
But                  O                    B-ORG                B-PER                B-ORG                
Gilbertson           B-PER                B-PER                B-PER                B-PER                
said                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
greatest             O                    O                    O                    O                    
gloom                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
year                 O                    O                    O                    O                    
came                 O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    B-ORG                B-ORG                B-ORG                
European             B-ORG                B-ORG                B-ORG                B-ORG                
Commission           I-ORG                I-ORG                I-ORG                I-ORG                
's                   O                    I-ORG                I-ORG                I-ORG                
blocking             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Implats              B-ORG                B-PER                B-PER                B-PER                
'                    O                    O                    O                    O                    
proposed             O                    O                    O                    O                    
merger               O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Lonrho               B-ORG                B-ORG                B-ORG                B-ORG                
Plc                  I-ORG                I-ORG                I-ORG                I-ORG                
's                   O                    I-ORG                I-ORG                I-ORG                
platinum             O                    O                    O                    O                    
interests            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Looking              O                    O                    O                    O                    
ahead                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
current              O                    O                    O                    O                    
financial            O                    O                    O                    O                    
year                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
he                   O                    O                    O                    O                    
said                 O                    O                    O                    O                    
that                 O                    O                    O                    O                    
Gencor               B-ORG                B-ORG                B-PER                B-ORG                
would                O                    O                    O                    O                    
boost                O                    O                    O                    O                    
earnings             O                    O                    O                    O                    
further              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Citing               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
disposal             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Gencor               B-ORG                B-ORG                B-PER                B-ORG                
's                   O                    O                    O                    O                    
stake                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
industrial           O                    O                    O                    O                    
holdings             O                    O                    O                    O                    
group                O                    O                    O                    O                    
Malbak               B-ORG                B-ORG                B-ORG                B-ORG                
Ltd                  I-ORG                I-ORG                I-ORG                I-ORG                
for                  O                    O                    O                    O                    
one                  O                    O                    O                    O                    
billion              O                    O                    O                    O                    
rand                 O                    B-ORG                B-ORG                B-ORG                
among                O                    O                    O                    O                    
other                O                    O                    O                    O                    
smaller              O                    O                    O                    O                    
disposals            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Gilbertson           B-PER                B-PER                B-PER                B-ORG                
said                 O                    O                    O                    O                    
Gencor               B-ORG                B-PER                B-PER                B-ORG                
had                  O                    O                    O                    O                    
pruned               O                    O                    O                    O                    
its                  O                    O                    O                    O                    
portfolio            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
concentrate          O                    O                    O                    O                    
on                   O                    O                    O                    O                    
core                 O                    O                    O                    O                    
assets               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
leaving              O                    O                    O                    O                    
Gencor               B-ORG                B-PER                B-PER                B-ORG                
clearly              O                    O                    O                    O                    
structured           O                    O                    O                    O                    
along                O                    O                    O                    O                    
commodity            O                    O                    O                    O                    
lines                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
Gilbertson           B-PER                B-PER                B-PER                B-PER                
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Referring            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Gencor               B-ORG                B-PER                B-PER                B-ORG                
's                   O                    O                    O                    O                    
increased            O                    O                    O                    O                    
41.5                 O                    O                    O                    O                    
percent              O                    O                    O                    O                    
stake                O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Ingwe                B-ORG                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Gilbertson           B-PER                B-ORG                B-PER                B-ORG                
said                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
group                O                    O                    O                    O                    
would                O                    O                    O                    O                    
wait                 O                    O                    O                    O                    
for                  O                    O                    O                    O                    
coal                 O                    O                    O                    O                    
shares               O                    O                    O                    O                    
to                   O                    B-ORG                B-ORG                B-ORG                
be                   O                    I-ORG                I-ORG                I-ORG                
cheaper              O                    O                    O                    O                    
before               O                    O                    O                    O                    
considering          O                    O                    O                    O                    
snapping             O                    O                    O                    O                    
up                   O                    O                    O                    O                    
more                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Finally              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Gilbertson           B-PER                B-PER                B-PER                B-PER                
said                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
growing              O                    O                    O                    O                    
proportion           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Gencor               B-ORG                B-ORG                B-PER                B-ORG                
's                   O                    O                    O                    O                    
income               O                    O                    O                    O                    
was                  O                    O                    O                    O                    
coming               O                    O                    O                    O                    
from                 O                    O                    O                    O                    
offshore             O                    O                    O                    O                    
and                  O                    O                    O                    O                    
unlisted             O                    O                    O                    O                    
investments          O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Leftist              O                    O                    O                    O                    
Mexican              B-MISC               B-MISC               B-LOC                B-MISC               
armed                O                    O                    O                    O                    
group                O                    O                    O                    O                    
says                 O                    B-ORG                B-ORG                B-ORG                
troops               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
capital              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
MEXICO               B-LOC                B-LOC                B-ORG                B-LOC                
CITY                 I-LOC                I-LOC                I-ORG                I-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
leftist              O                    O                    O                    O                    
Popular              B-ORG                B-ORG                B-ORG                B-ORG                
Revolutionary        I-ORG                I-ORG                I-ORG                I-ORG                
Army                 I-ORG                B-ORG                B-PER                B-ORG                
(                    O                    O                    O                    O                    
EPR                  B-ORG                B-ORG                B-ORG                B-ORG                
)                    O                    O                    O                    O                    
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
published            O                    O                    O                    O                    
report               O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
said                 O                    O                    O                    O                    
it                   O                    O                    O                    O                    
operated             O                    O                    O                    O                    
throughout           O                    O                    O                    O                    
Mexico               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
including            O                    O                    O                    O                    
the                  O                    O                    O                    O                    
capital              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
denied               O                    O                    O                    O                    
government           O                    O                    O                    O                    
assertions           O                    O                    O                    O                    
it                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
isolated             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
one                  O                    O                    O                    O                    
state                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
It                   O                    O                    O                    O                    
quoted               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
manual               O                    O                    O                    O                    
as                   O                    O                    O                    O                    
saying               O                    O                    O                    O                    
:                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
The                  O                    O                    O                    O                    
objective            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Basic                O                    B-MISC               B-ORG                B-ORG                
Course               O                    I-MISC               I-ORG                I-ORG                
on                   O                    I-MISC               I-ORG                I-ORG                
War                  O                    I-MISC               I-ORG                I-ORG                
is                   O                    O                    O                    O                    
to                   O                    O                    O                    O                    
provide              O                    O                    O                    O                    
for                  O                    O                    O                    O                    
combatants           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
EPR                  B-ORG                B-ORG                B-ORG                B-ORG                
basic                O                    O                    O                    O                    
military             O                    O                    O                    O                    
knowledge            O                    O                    O                    O                    
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
armed                O                    O                    O                    O                    
conflict             O                    O                    O                    O                    
against              O                    O                    O                    O                    
the                  O                    O                    O                    O                    
police               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
military             O                    O                    O                    O                    
apparatus            O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
bourgeoisie          O                    O                    O                    O                    
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Unlike               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
better               O                    O                    O                    O                    
known                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
unrelated            O                    O                    O                    O                    
Zapatista            B-ORG                B-PER                B-ORG                B-ORG                
rebels               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
southeastern         O                    B-LOC                B-ORG                B-ORG                
Chiapas              B-LOC                B-MISC               B-MISC               B-LOC                
state                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
the                  O                    O                    O                    O                    
EPR                  B-ORG                B-ORG                B-ORG                B-ORG                
has                  O                    O                    O                    O                    
never                O                    O                    O                    O                    
taken                O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
army                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
direct               O                    O                    O                    O                    
combat               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
according            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
official             O                    O                    O                    O                    
reports              O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Government           O                    B-ORG                B-LOC                B-ORG                
asks                 O                    O                    O                    O                    
senior               O                    O                    O                    O                    
Iraqi                B-MISC               B-MISC               B-MISC               B-MISC               
"                    O                    O                    O                    O                    
diplomat             O                    O                    O                    O                    
"                    O                    O                    O                    O                    
to                   O                    O                    O                    O                    
leave                O                    O                    O                    O                    
,                    O                    O                    O                    O                    
reviews              O                    O                    O                    O                    
status               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
others               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Prime                O                    O                    O                    O                    
Minister             O                    B-PER                B-PER                B-ORG                
Abdul-Karim          B-PER                B-PER                B-PER                B-PER                
al-Kabariti          I-PER                B-PER                B-PER                B-PER                
says                 O                    B-ORG                B-ORG                B-ORG                
government           O                    O                    O                    O                    
commited             O                    O                    O                    O                    
to                   O                    O                    O                    O                    
lifting              O                    O                    O                    O                    
ceiling              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
democracy            O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
-                    O                    O                    O                    O                    
Kabariti             B-PER                B-PER                B-LOC                B-PER                
and                  O                    O                    O                    O                    
parliament           O                    O                    O                    O                    
speaker              O                    O                    O                    O                    
meet                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
discuss              O                    O                    O                    O                    
ways                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
reactivate           O                    O                    O                    O                    
parliament           O                    O                    O                    O                    
's                   O                    O                    O                    O                    
legislative          O                    O                    O                    O                    
role                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
DHAKA                B-LOC                B-LOC                B-ORG                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Students             O                    O                    O                    O                    
backed               O                    B-ORG                B-ORG                B-ORG                
by                   O                    O                    O                    O                    
opposition           O                    O                    O                    O                    
parties              O                    O                    O                    O                    
battled              O                    O                    O                    O                    
police               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
burned               O                    O                    O                    O                    
an                   O                    O                    O                    O                    
effigy               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Prime                O                    O                    O                    O                    
Minister             O                    O                    O                    O                    
Sheikh               B-PER                B-PER                B-PER                B-PER                
Hasina               I-PER                I-PER                I-PER                I-PER                
during               O                    O                    O                    O                    
a                    O                    O                    O                    O                    
strike               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
north                O                    O                    O                    O                    
Bangladeshi          B-MISC               B-MISC               B-LOC                B-LOC                
town                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Bogra                B-LOC                B-LOC                B-LOC                B-LOC                
on                   O                    O                    O                    O                    
Sunday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
strikers             O                    O                    O                    O                    
barricaded           O                    O                    O                    O                    
streets              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
attacked             O                    O                    O                    O                    
the                  O                    O                    O                    O                    
local                O                    O                    O                    O                    
office               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
ruling               O                    O                    O                    O                    
Awami                B-ORG                B-ORG                B-ORG                B-ORG                
League               I-ORG                I-ORG                I-ORG                I-ORG                
,                    O                    O                    O                    O                    
fought               O                    O                    O                    O                    
running              O                    O                    O                    O                    
battles              O                    O                    O                    O                    
with                 O                    O                    O                    O                    
police               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
set                  O                    O                    O                    O                    
alight               O                    O                    O                    O                    
hundreds             O                    O                    O                    O                    
of                   O                    O                    O                    O                    
copies               O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
popular              O                    O                    O                    O                    
"                    O                    O                    O                    O                    
Janakantha           B-ORG                B-PER                B-PER                B-ORG                
"                    O                    O                    O                    O                    
newspaper            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
alleging             O                    O                    O                    O                    
it                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
pro-government       O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
swoop                O                    O                    O                    O                    
followed             O                    O                    O                    O                    
the                  O                    O                    O                    O                    
resignation          O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
university           O                    O                    O                    O                    
's                   O                    O                    O                    O                    
Vice-Chancellor      O                    B-PER                B-PER                B-ORG                
Dr.                  O                    I-PER                I-PER                I-ORG                
Emajuddin            B-PER                B-PER                B-PER                B-PER                
Ahmed                I-PER                I-PER                I-PER                I-PER                
on                   O                    O                    O                    O                    
Saturday             O                    O                    O                    O                    
over                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
deteriorating        O                    O                    O                    O                    
law                  O                    O                    O                    O                    
and                  O                    O                    O                    O                    
order                O                    O                    O                    O                    
situation            O                    O                    O                    O                    
on                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
campus               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Authorities          O                    O                    O                    O                    
closed               O                    O                    O                    O                    
