PARAMETERS: 
 
labelset: distant 
split: train 
lambda: 0 
k: 3 
fine-tune: False 
 
 
CLS: 
 
Run 1: 
 
File: ./results/distant_cls_1.json 
 
F1: 0.6042005515875822 
 
              precision    recall  f1-score   support

         LOC       0.79      0.62      0.70      2239
1                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
3                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
3                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Port                 B-ORG                O                    O                    O                    
Vale                 I-ORG                B-PER                B-ORG                B-PER                
2                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
West                 B-ORG                O                    O                    O                    
Bromwich             I-ORG                B-PER                B-ORG                B-PER                
2                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
3                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Charlton             B-ORG                B-PER                B-PER                B-ORG                
2                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
3                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
RUGBY                B-MISC               O                    O                    O                    
UNION                I-MISC               O                    O                    O                    
-                    O                    O                    O                    O                    
MULDER               B-PER                B-PER                B-PER                B-LOC                
OUT                  O                    O                    O                    O                    
OF                   O                    O                    O                    O                    
SECOND               O                    O                    O                    O                    
TEST                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
JOHANNESBURG         B-LOC                B-LOC                B-PER                B-LOC                
1996-08-23           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Centre               O                    O                    O                    O                    
Japie                B-PER                O                    O                    O                    
Mulder               I-PER                B-PER                B-PER                B-PER                
has                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
ruled                O                    O                    O                    O                    
out                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
South                B-ORG                O                    O                    O                    
Africa               I-ORG                B-PER                B-PER                B-PER                
's                   O                    O                    O                    O                    
team                 O                    O                    O                    O                    
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
test                 O                    O                    O                    O                    
against              O                    O                    O                    O                    
New                  B-ORG                O                    O                    O                    
Zealand              I-ORG                O                    O                    O                    
in                   O                    O                    O                    O                    
Pretoria             B-LOC                B-LOC                B-LOC                B-PER                
on                   O                    O                    O                    O                    
Saturday             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Mulder               B-PER                B-PER                B-PER                B-PER                
missed               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
first                O                    O                    O                    O                    
test                 O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Durban               B-LOC                B-LOC                B-LOC                B-PER                
with                 O                    O                    O                    O                    
back                 O                    O                    O                    O                    
spasms               O                    O                    O                    O                    
and                  O                    O                    O                    O                    
failed               O                    O                    O                    O                    
a                    O                    O                    O                    O                    
fitness              O                    O                    O                    O                    
check                O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
But                  O                    O                    O                    O                    
new                  O                    O                    O                    O                    
Springbok            B-ORG                B-ORG                B-PER                B-PER                
skipper              O                    O                    O                    O                    
Gary                 B-PER                B-PER                B-PER                B-PER                
Teichmann            I-PER                I-PER                I-PER                I-PER                
has                  O                    O                    O                    O                    
recovered            O                    O                    O                    O                    
from                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
bruised              O                    O                    O                    O                    
thigh                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
is                   O                    O                    O                    O                    
ready                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
play                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
coach                O                    O                    O                    O                    
Andre                B-PER                B-PER                B-PER                B-PER                
Markgraaff           I-PER                O                    O                    O                    
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SEOUL                B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BEIJING              B-LOC                B-LOC                B-PER                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
China                B-LOC                B-LOC                B-LOC                B-LOC                
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
accused              O                    O                    O                    O                    
Taipei               B-LOC                B-LOC                B-LOC                B-LOC                
of                   O                    O                    O                    O                    
spoiling             O                    O                    O                    O                    
the                  O                    O                    O                    O                    
atmosphere           O                    O                    O                    O                    
for                  O                    O                    O                    O                    
a                    O                    O                    O                    O                    
resumption           O                    O                    O                    O                    
of                   O                    O                    O                    O                    
talks                O                    O                    O                    O                    
across               O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Taiwan               B-LOC                O                    O                    O                    
Strait               I-LOC                B-PER                B-LOC                B-LOC                
with                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
visit                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Ukraine              B-LOC                B-LOC                B-LOC                B-LOC                
by                   O                    O                    O                    O                    
Taiwanese            B-MISC               O                    O                    O                    
Vice                 O                    B-PER                B-PER                B-PER                
President            O                    O                    O                    O                    
Lien                 B-PER                B-PER                B-PER                B-PER                
Chan                 I-PER                I-PER                I-PER                I-PER                
this                 O                    O                    O                    O                    
week                 O                    O                    O                    O                    
that                 O                    O                    O                    O                    
infuriated           O                    O                    O                    O                    
Beijing              B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Speaking             O                    O                    O                    O                    
only                 O                    O                    O                    O                    
hours                O                    O                    O                    O                    
after                O                    O                    O                    O                    
Chinese              B-MISC               B-MISC               B-LOC                B-MISC               
state                O                    O                    O                    O                    
media                O                    O                    O                    O                    
said                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
time                 O                    O                    O                    O                    
was                  O                    O                    O                    O                    
right                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
engage               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
political            O                    O                    O                    O                    
talks                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Taiwan               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Foreign              B-ORG                B-ORG                B-PER                B-PER                
Ministry             I-ORG                I-ORG                I-PER                I-PER                
spokesman            O                    O                    O                    O                    
Shen                 B-PER                B-PER                B-PER                B-MISC               
Guofang              I-PER                I-PER                I-PER                I-MISC               
told                 O                    O                    O                    O                    
Reuters              B-ORG                B-ORG                B-LOC                B-PER                
:                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
The                  O                    O                    O                    O                    
necessary            O                    O                    O                    O                    
atmosphere           O                    O                    O                    O                    
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
opening              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
talks                O                    O                    O                    O                    
has                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
disrupted            O                    O                    O                    O                    
by                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Taiwan               B-LOC                B-LOC                B-LOC                B-LOC                
authorities          O                    O                    O                    O                    
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
The                  O                    O                    O                    O                    
foreign              O                    O                    O                    O                    
ministry             O                    O                    O                    O                    
's                   O                    O                    O                    O                    
Shen                 B-PER                B-PER                B-LOC                B-PER                
told                 O                    O                    O                    O                    
Reuters              B-ORG                O                    O                    O                    
Television           I-ORG                O                    O                    O                    
in                   O                    O                    O                    O                    
an                   O                    O                    O                    O                    
interview            O                    O                    O                    O                    
he                   O                    O                    O                    O                    
had                  O                    O                    O                    O                    
read                 O                    O                    O                    O                    
reports              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Tang                 B-PER                B-PER                B-PER                B-PER                
's                   O                    O                    O                    O                    
comments             O                    O                    O                    O                    
but                  O                    O                    O                    O                    
gave                 O                    O                    O                    O                    
no                   O                    O                    O                    O                    
details              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
why                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
negotiator           O                    O                    O                    O                    
had                  O                    O                    O                    O                    
considered           O                    O                    O                    O                    
the                  O                    O                    O                    O                    
time                 O                    O                    O                    O                    
right                O                    O                    O                    O                    
for                  O                    O                    O                    O                    
talks                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Taiwan               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
which                O                    O                    O                    O                    
Beijing              B-LOC                B-LOC                B-LOC                B-PER                
considers            O                    O                    O                    O                    
a                    O                    O                    O                    O                    
renegade             O                    O                    O                    O                    
province             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
TORONTO              B-LOC                B-LOC                B-PER                B-PER                
1996-08-21           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Results              O                    O                    O                    O                    
from                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Canadian             B-MISC               B-MISC               B-MISC               B-PER                
Open                 I-MISC               I-MISC               I-MISC               I-PER                

 
Token                Clean                Original             CLS                  SUM                  
 
Alex                 B-PER                B-PER                B-PER                B-PER                
O'Brien              I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
U.S.                 B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Byron                B-PER                B-PER                B-LOC                B-PER                
Black                I-PER                I-PER                I-LOC                I-PER                
(                    O                    O                    O                    O                    
Zimbabwe             B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
7-6                  O                    O                    O                    O                    
(                    O                    O                    O                    O                    
7-2                  O                    O                    O                    O                    
)                    O                    O                    O                    O                    
6-2                  O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
JERUSALEM            B-LOC                B-LOC                B-LOC                B-PER                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
"                    O                    O                    O                    O                    
The                  O                    O                    O                    O                    
meeting              O                    O                    O                    O                    
between              O                    O                    O                    O                    
Peres                B-PER                B-PER                B-PER                B-PER                
and                  O                    O                    O                    O                    
Arafat               B-PER                B-PER                B-PER                B-PER                
will                 O                    O                    O                    O                    
take                 O                    O                    O                    O                    
place                O                    O                    O                    O                    
at                   O                    O                    O                    O                    
Erez                 B-LOC                B-LOC                B-ORG                B-PER                
checkpoint           O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Gaza                 B-LOC                B-PER                B-PER                B-PER                
and                  O                    O                    O                    O                    
not                  O                    O                    O                    O                    
in                   O                    O                    O                    O                    
Ramallah             B-LOC                B-LOC                B-LOC                B-PER                
as                   O                    O                    O                    O                    
planned              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
Peres                B-PER                B-PER                B-PER                B-PER                
'                    O                    O                    O                    O                    
office               O                    O                    O                    O                    
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Palestinian          B-MISC               B-MISC               B-MISC               B-MISC               
officials            O                    O                    O                    O                    
said                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Israeli              B-MISC               O                    O                    O                    
government           O                    O                    O                    O                    
had                  O                    O                    O                    O                    
barred               O                    O                    O                    O                    
Arafat               B-PER                B-PER                B-PER                B-PER                
from                 O                    O                    O                    O                    
overflying           O                    O                    O                    O                    
Israel               B-LOC                B-LOC                B-MISC               B-PER                
in                   O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Palestinian          B-MISC               B-MISC               B-MISC               B-MISC               
helicopter           O                    O                    O                    O                    
to                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
West                 B-LOC                B-ORG                B-ORG                B-ORG                
Bank                 I-LOC                I-ORG                I-ORG                I-ORG                
in                   O                    O                    O                    O                    
an                   O                    O                    O                    O                    
attempt              O                    O                    O                    O                    
to                   O                    O                    O                    O                    
bar                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
meeting              O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Peres                B-PER                B-PER                B-PER                B-PER                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Israeli              B-MISC               O                    O                    O                    
Prime                O                    O                    O                    O                    
Minister             O                    O                    O                    O                    
Benjamin             B-PER                B-PER                B-MISC               B-PER                
Netanyahu            I-PER                O                    O                    O                    
has                  O                    O                    O                    O                    
accused              O                    O                    O                    O                    
opposition           O                    O                    O                    O                    
leader               O                    O                    O                    O                    
Peres                B-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
who                  O                    O                    O                    O                    
he                   O                    O                    O                    O                    
defeated             O                    O                    O                    O                    
in                   O                    O                    O                    O                    
May                  O                    O                    O                    O                    
elections            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
of                   O                    O                    O                    O                    
trying               O                    O                    O                    O                    
to                   O                    O                    O                    O                    
undermine            O                    O                    O                    O                    
his                  O                    O                    O                    O                    
Likud                B-ORG                B-ORG                B-ORG                B-PER                
government           O                    O                    O                    O                    
's                   O                    O                    O                    O                    
authority            O                    O                    O                    O                    
to                   O                    O                    O                    O                    
conduct              O                    O                    O                    O                    
peace                O                    O                    O                    O                    
talks                O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Battersby            B-PER                B-PER                B-PER                B-LOC                
said                 O                    O                    O                    O                    
he                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
satisfied            O                    O                    O                    O                    
with                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
security             O                    O                    O                    O                    
arrangements         O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Australia            B-ORG                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
led                  O                    O                    O                    O                    
by                   O                    O                    O                    O                    
wicketkeeper         O                    O                    O                    O                    
Ian                  B-PER                B-PER                B-LOC                B-LOC                
Healy                I-PER                I-PER                I-LOC                I-LOC                
,                    O                    O                    O                    O                    
opened               O                    O                    O                    O                    
their                O                    O                    O                    O                    
short                O                    O                    O                    O                    
tour                 O                    O                    O                    O                    
of                   O                    O                    O                    O                    
Sri                  B-LOC                O                    O                    O                    
Lanka                I-LOC                B-PER                B-PER                B-PER                
with                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
five-run             O                    O                    O                    O                    
win                  O                    O                    O                    O                    
over                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
country              O                    O                    O                    O                    
's                   O                    O                    O                    O                    
youth                O                    O                    O                    O                    
team                 O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
WARSAW               B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Sokol                B-ORG                B-PER                B-PER                B-ORG                
Tychy                I-ORG                O                    O                    O                    
7                    O                    O                    O                    O                    
4                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
3                    O                    O                    O                    O                    
14                   O                    O                    O                    O                    
