PARAMETERS: 
 
labelset: distant 
split: train 
lambda: 0 
k: 3 
fine-tune: True 
ft_max_epochs: 2 
 
 
CLS: 
 
Run 1: 
 
File: ./results/distant_cls_2.json 
 
F1: 0.6399830280743936 
 
              precision    recall  f1-score   support

         LOC       0.84      0.67      0.75      2239
,                    O                    O                    O                    O                    
Curtis               B-PER                B-PER                B-PER                B-PER                
Lee                  I-PER                I-PER                I-PER                I-PER                
White                I-PER                O                    O                    O                    
II                   I-PER                O                    O                    O                    
,                    O                    O                    O                    O                    
19                   O                    O                    O                    O                    
,                    O                    O                    O                    O                    
was                  O                    O                    O                    O                    
arrested             O                    O                    O                    O                    
in                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
attack               O                    O                    O                    O                    
,                    O                    O                    O                    O                    
but                  O                    O                    O                    O                    
had                  O                    O                    O                    O                    
not                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
charged              O                    O                    O                    O                    
by                   O                    O                    O                    O                    
late                 O                    O                    O                    O                    
morning              O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Friday               O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Palmeiras            B-ORG                B-ORG                B-ORG                B-ORG                
3                    O                    O                    O                    O                    
Vasco                B-ORG                B-PER                B-ORG                B-ORG                
da                   I-ORG                O                    O                    O                    
Gama                 I-ORG                B-PER                B-ORG                B-ORG                
1                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
YORK                 B-LOC                B-LOC                B-PER                B-LOC                
,                    O                    O                    O                    O                    
England              B-LOC                B-LOC                B-LOC                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Pivotal              B-MISC               O                    O                    O                    
,                    O                    O                    O                    O                    
a                    O                    O                    O                    O                    
Royal                B-MISC               O                    O                    O                    
Ascot                I-MISC               O                    O                    O                    
winner               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
June                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
may                  O                    O                    O                    O                    
now                  O                    O                    O                    O                    
be                   O                    O                    O                    O                    
aimed                O                    O                    O                    O                    
at                   O                    O                    O                    O                    
this                 O                    O                    O                    O                    
season               O                    O                    O                    O                    
's                   O                    O                    O                    O                    
Abbaye               B-MISC               O                    O                    O                    
,                    O                    O                    O                    O                    
Europe               B-LOC                B-LOC                B-LOC                B-PER                
's                   O                    O                    O                    O                    
top                  O                    O                    O                    O                    
sprint               O                    O                    O                    O                    
race                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Men                  O                    B-PER                B-LOC                B-PER                
's                   O                    O                    O                    O                    
singles              O                    O                    O                    O                    
,                    O                    O                    O                    O                    
third                O                    O                    O                    O                    
round                O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
9/16                 O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Luo                  B-PER                B-PER                B-PER                B-PER                
Yigang               I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
China                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Hwang                B-PER                B-PER                B-PER                B-PER                
Sun-ho               I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
South                B-LOC                B-LOC                B-LOC                B-PER                
Korea                I-LOC                I-LOC                I-LOC                I-PER                
)                    O                    O                    O                    O                    
15-3                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
5/8                  O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Meluawati            B-PER                B-PER                B-PER                B-PER                
(                    O                    O                    O                    O                    
Indonesia            B-LOC                B-LOC                B-LOC                B-PER                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Chan                 B-PER                B-PER                B-PER                B-PER                
Chia                 I-PER                I-PER                I-PER                I-PER                
Fong                 I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Malaysia             B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
11-6                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
2                    O                    O                    O                    O                    
-                    O                    O                    O                    O                    
Zhang                B-PER                B-PER                B-PER                B-PER                
Ning                 I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
China                B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
beat                 O                    O                    O                    O                    
Olivia               B-PER                B-PER                B-LOC                B-PER                
(                    O                    O                    O                    O                    
Indonesia            B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
11-8                 O                    O                    O                    O                    
11-6                 O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
7.                   O                    O                    O                    O                    
Damon                B-PER                B-PER                B-ORG                B-PER                
Hill                 I-PER                O                    O                    O                    
(                    O                    O                    O                    O                    
Britain              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Williams             B-ORG                B-PER                B-PER                B-PER                
1:55.281             O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
11.                  O                    O                    O                    O                    
Johnny               B-PER                B-PER                B-PER                B-PER                
Herbert              I-PER                I-PER                I-PER                I-PER                
(                    O                    O                    O                    O                    
Britain              B-LOC                B-LOC                B-LOC                B-LOC                
)                    O                    O                    O                    O                    
Sauber               B-ORG                B-PER                B-ORG                B-PER                
1:56.318             O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
ZURICH               B-LOC                B-ORG                B-PER                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Mass                 B-LOC                B-LOC                B-MISC               B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Weld                 B-PER                B-PER                B-PER                B-PER                
,                    O                    O                    O                    O                    
speaking             O                    O                    O                    O                    
on                   O                    O                    O                    O                    
WBUR-FM              B-ORG                B-ORG                B-MISC               B-MISC               
radio                O                    O                    O                    O                    
on                   O                    O                    O                    O                    
Thursday             O                    O                    O                    O                    
,                    O                    O                    O                    O                    
said                 O                    O                    O                    O                    
he                   O                    O                    O                    O                    
was                  O                    O                    O                    O                    
facing               O                    O                    O                    O                    
a                    O                    O                    O                    O                    
revolt               O                    O                    O                    O                    
from                 O                    O                    O                    O                    
his                  O                    O                    O                    O                    
daughter             O                    O                    O                    O                    
in                   O                    O                    O                    O                    
part                 O                    O                    O                    O                    
because              O                    O                    O                    O                    
she                  O                    O                    O                    O                    
does                 O                    O                    O                    O                    
not                  O                    O                    O                    O                    
want                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
leave                O                    O                    O                    O                    
Cambridge            B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Massachusetts        B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
and                  O                    O                    O                    O                    
move                 O                    O                    O                    O                    
to                   O                    O                    O                    O                    
Washington           B-LOC                B-LOC                B-LOC                B-LOC                
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
WARSAW               B-LOC                B-LOC                B-PER                B-LOC                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Bartlomiej           B-PER                O                    O                    O                    
Jamroz               I-PER                B-PER                B-PER                B-PER                
(                    O                    O                    O                    O                    
Hutnik               B-ORG                B-PER                B-ORG                B-ORG                
Krakow               I-ORG                I-PER                I-ORG                I-ORG                
)                    O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Tomasz               B-PER                B-PER                B-PER                B-PER                
Moskal               I-PER                I-PER                I-PER                I-PER                

 
Token                Clean                Original             CLS                  SUM                  
 
SOCCER               O                    O                    O                    O                    
-                    O                    O                    O                    O                    
UEFA                 B-ORG                B-ORG                B-LOC                B-LOC                
REWARDS              O                    O                    O                    O                    
THREE                O                    O                    O                    O                    
COUNTRIES            O                    O                    O                    O                    
FOR                  O                    O                    O                    O                    
FAIR                 O                    O                    O                    O                    
PLAY                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LONDON               B-LOC                B-LOC                B-PER                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Bowling              O                    B-PER                B-LOC                B-LOC                
(                    O                    O                    O                    O                    
to                   O                    O                    O                    O                    
date                 O                    O                    O                    O                    
)                    O                    O                    O                    O                    
:                    O                    O                    O                    O                    
Wasim                B-PER                B-PER                B-PER                B-PER                
Akram                I-PER                I-PER                I-PER                I-PER                
25-8-61-1            O                    O                    O                    O                    
,                    O                    O                    O                    O                    
Waqar                B-PER                B-PER                B-PER                B-PER                
Younis               I-PER                I-PER                I-PER                I-PER                

 
Token                Clean                Original             CLS                  SUM                  
 
GENEVA               B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
St.                  B-ORG                O                    O                    O                    
Gallen               I-ORG                B-PER                B-ORG                B-ORG                
9                    O                    O                    O                    O                    
4                    O                    O                    O                    O                    
4                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
6                    O                    O                    O                    O                    
5                    O                    O                    O                    O                    
16                   O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
LISBON               B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-25           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
At                   O                    O                    O                    O                    
Weston-super-Mare    B-LOC                B-LOC                B-LOC                B-LOC                
:                    O                    O                    O                    O                    
Durham               B-ORG                B-ORG                B-LOC                B-ORG                
326                  O                    O                    O                    O                    
(                    O                    O                    O                    O                    
D.                   B-PER                B-PER                B-PER                B-PER                
Cox                  I-PER                I-PER                I-PER                I-PER                
95                   O                    O                    O                    O                    
not                  O                    O                    O                    O                    
out                  O                    O                    O                    O                    
,                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
PRAGUE               B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Results              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
English              B-MISC               B-MISC               B-ORG                B-MISC               
league               O                    O                    O                    O                    
soccer               O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Chelsea              B-ORG                B-PER                B-ORG                B-PER                
3                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
3                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
7                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Everton              B-ORG                B-PER                B-ORG                B-ORG                
3                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
4                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
5                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Nottingham           B-ORG                B-PER                B-ORG                B-PER                
Forest               I-ORG                O                    O                    O                    
3                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
5                    O                    O                    O                    O                    
5                    O                    O                    O                    O                    
4                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
West                 B-ORG                O                    O                    O                    
Ham                  I-ORG                B-PER                B-ORG                B-PER                
3                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
3                    O                    O                    O                    O                    
4                    O                    O                    O                    O                    
4                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Port                 B-ORG                O                    O                    O                    
Vale                 I-ORG                B-PER                B-ORG                B-PER                
2                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    
2                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Charlton             B-ORG                B-PER                B-PER                B-ORG                
2                    O                    O                    O                    O                    
0                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    
3                    O                    O                    O                    O                    
1                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Centre               O                    O                    O                    O                    
Japie                B-PER                O                    O                    O                    
Mulder               I-PER                B-PER                B-PER                B-PER                
has                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
ruled                O                    O                    O                    O                    
out                  O                    O                    O                    O                    
of                   O                    O                    O                    O                    
South                B-ORG                O                    O                    O                    
Africa               I-ORG                B-PER                B-LOC                B-PER                
's                   O                    O                    O                    O                    
team                 O                    O                    O                    O                    
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
second               O                    O                    O                    O                    
test                 O                    O                    O                    O                    
against              O                    O                    O                    O                    
New                  B-ORG                O                    O                    O                    
Zealand              I-ORG                O                    O                    O                    
in                   O                    O                    O                    O                    
Pretoria             B-LOC                B-LOC                B-LOC                B-PER                
on                   O                    O                    O                    O                    
Saturday             O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
But                  O                    O                    O                    O                    
new                  O                    O                    O                    O                    
Springbok            B-ORG                B-ORG                B-LOC                B-ORG                
skipper              O                    O                    O                    O                    
Gary                 B-PER                B-PER                B-PER                B-PER                
Teichmann            I-PER                I-PER                I-PER                I-PER                
has                  O                    O                    O                    O                    
recovered            O                    O                    O                    O                    
from                 O                    O                    O                    O                    
a                    O                    O                    O                    O                    
bruised              O                    O                    O                    O                    
thigh                O                    O                    O                    O                    
and                  O                    O                    O                    O                    
is                   O                    O                    O                    O                    
ready                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
play                 O                    O                    O                    O                    
,                    O                    O                    O                    O                    
coach                O                    O                    O                    O                    
Andre                B-PER                B-PER                B-PER                B-PER                
Markgraaff           I-PER                O                    O                    O                    
said                 O                    O                    O                    O                    
.                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
SEOUL                B-LOC                B-LOC                B-ORG                B-ORG                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
BEIJING              B-LOC                B-LOC                B-PER                B-LOC                
1996-08-22           O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
Speaking             O                    O                    O                    O                    
only                 O                    O                    O                    O                    
hours                O                    O                    O                    O                    
after                O                    O                    O                    O                    
Chinese              B-MISC               B-MISC               B-LOC                B-LOC                
state                O                    O                    O                    O                    
media                O                    O                    O                    O                    
said                 O                    O                    O                    O                    
the                  O                    O                    O                    O                    
time                 O                    O                    O                    O                    
was                  O                    O                    O                    O                    
right                O                    O                    O                    O                    
to                   O                    O                    O                    O                    
engage               O                    O                    O                    O                    
in                   O                    O                    O                    O                    
political            O                    O                    O                    O                    
talks                O                    O                    O                    O                    
with                 O                    O                    O                    O                    
Taiwan               B-LOC                B-LOC                B-LOC                B-LOC                
,                    O                    O                    O                    O                    
Foreign              B-ORG                B-ORG                B-PER                B-ORG                
Ministry             I-ORG                I-ORG                I-PER                I-ORG                
spokesman            O                    O                    O                    O                    
Shen                 B-PER                B-PER                B-PER                B-PER                
Guofang              I-PER                I-PER                I-PER                I-PER                
told                 O                    O                    O                    O                    
Reuters              B-ORG                B-ORG                B-PER                B-ORG                
:                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    
The                  O                    O                    O                    O                    
necessary            O                    O                    O                    O                    
atmosphere           O                    O                    O                    O                    
for                  O                    O                    O                    O                    
the                  O                    O                    O                    O                    
opening              O                    O                    O                    O                    
of                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
talks                O                    O                    O                    O                    
has                  O                    O                    O                    O                    
been                 O                    O                    O                    O                    
disrupted            O                    O                    O                    O                    
by                   O                    O                    O                    O                    
the                  O                    O                    O                    O                    
Taiwan               B-LOC                B-LOC                B-LOC                B-LOC                
authorities          O                    O                    O                    O                    
.                    O                    O                    O                    O                    
"                    O                    O                    O                    O                    

 
Token                Clean                Original             CLS                  SUM                  
 
State                O                    O                    O                    O                    
media                O                    O                    O                    O                    
quoted               O                    O                    O                    O                    
China                B-LOC                B-LOC                B-LOC                B-LOC                
's                   O                    O                    O                    O                    
top                  O                    O                    O                    O                    
negotiator           O                    O                    O                    O                    
